"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
34.6709512912828,21.9363821751904,24.8636421421543,24.855755076278,23.3046353713144,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0
33.5950758697987,21.4988090819679,21.8684417183977,22.6543376711197,23.4950346732512,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0
34.0272462757329,20.4405331751332,21.7974582465831,20.6742161640432,23.6372136045247,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0
33.4703338927478,23.6742232961114,20.3446045471355,21.4656947460026,22.2739247628488,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0
32.3904030812167,22.3656977142673,20.4425785120111,21.188614530256,22.5283978832886,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0
34.7017921842535,23.0449243914336,23.5438661370426,22.4061747686937,21.1211502528749,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
33.0108551295749,21.6879418422468,24.8509130242746,21.1619428696577,20.2521532808896,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
34.0689563424664,20.5768503330182,24.1596583928913,20.2899996156339,20.1431088428944,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
35.3620006703896,23.4542923315894,23.7791492417455,23.5730086988769,23.4832330385689,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
33.4107149362992,20.9048333240207,22.6588657242246,20.3116190864239,23.9359561563469,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1
34.3444448811846,21.4388947142288,22.3207401961554,22.133486350067,21.392330522649,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0
34.455373256619,22.4429278355092,23.7612979765981,20.1670867495704,20.0370238558389,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1
34.4644669348247,24.079159356188,21.8451094185002,22.2886343928985,21.2708359153476,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
33.5060772752683,20.7833372568712,20.705083074281,24.7028846340254,21.1946932820138,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1
33.5880777770032,22.0999922498595,23.7304859468713,21.642853381345,24.2628635955043,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1
34.3499811866431,23.976145205088,23.780602470506,23.1430948339403,24.0580052789301,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1
33.5091605684902,21.6112122288905,21.4587607362773,23.4198328945786,23.6383181007113,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
35.0699866339528,21.6278342087753,21.0327346401755,21.4575520076323,21.1803826026153,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1
32.6016493465441,20.5162346712314,24.7229725751095,22.0270869066007,24.0808127890341,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1
33.784955640608,24.0465450368356,22.4306919518858,20.4995574965142,22.9592543689068,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1
33.6771967527162,20.9758681652602,20.7545731333084,23.0756530747749,23.7698751210701,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0
34.0514481054515,21.9695439958014,23.5422454937361,24.5489671279211,20.5739982658997,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0
34.1824543614356,23.2568141142838,21.7804505827371,23.4385178715456,24.0259452944156,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
35.16976986585,20.7230602821801,24.7260880365502,22.4295574566349,24.0316636639182,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1
33.93742819835,21.3133527967148,23.4625499381218,22.4770405993331,23.2517892995384,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1
34.1064326232947,24.868279970251,22.644729038002,21.7668556829449,23.4807169914711,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1
34.5617301068183,24.3767045054119,24.5944680646062,24.5921546558384,23.3879867556971,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1
33.6304850166209,22.5780069129542,20.4460396349896,21.6358239843976,21.6488413175102,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
34.0936456256578,24.4565478072036,21.9323312118649,20.8251813752577,21.8883880623616,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1
34.0308064663511,21.4084397198167,23.6303637991659,24.1554997605272,22.8382176114246,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0
33.6850677759969,23.5578993393574,23.554368641926,23.6016902048141,23.760785383638,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1
35.2290412867656,20.003694872139,23.5100068058819,24.3205092148855,20.7242435589433,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
35.1613170390878,20.2855545317288,24.9918910942506,22.4545712315012,22.9053417488467,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0
34.2509852051351,20.1134827535134,22.4339217075612,24.2688881477807,22.8990652423818,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0
34.0733225233243,24.2447451443877,22.7001679991372,23.180431734072,23.5722436872311,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0
34.8721481977045,21.5195446717553,24.2130433302373,24.9424870742951,21.5029646770563,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1
35.3999179146955,24.2103846394457,24.6141548769083,24.8722997319419,20.6572676729411,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
34.1465339432121,23.0032802559435,21.8722787930164,23.9454068080522,21.0089569864795,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1
33.0647138497848,21.1989058088511,20.7103381352499,20.3108841914218,21.5479727555066,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1
35.0550163018054,21.2871649046429,24.6567516436335,24.0917049604468,21.8219633784611,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0
32.0950403303592,20.7448841352016,21.7352537019178,21.2082901399117,20.5642819066998,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0
33.8098490743389,20.7725007773843,23.8927419565152,24.2598162568174,24.0052814560477,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1
33.3756901194827,21.7773936269805,22.864493689267,20.2448836597614,21.7590049887076,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0
33.234849052551,21.0195154894609,22.344358288683,24.941640504403,23.3033597306348,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
34.3846046000539,24.2747703299392,20.2881626901217,21.2242597632576,24.3545988609549,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0
34.0672093828085,21.6422636643983,22.0196769863833,23.4210769401398,23.910001082113,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1
34.1385543221279,22.2425580816343,24.8711958806962,23.9651029114611,20.6943884911016,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
34.7472474937202,24.0663772064727,23.1979321117979,22.7555465919431,20.8295572944917,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0
33.6895190852392,24.4861117273103,21.3954731740523,21.45576443756,21.0209474468138,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0
34.0446229742118,24.4022308033891,21.3827682426199,21.7574938992038,23.0813067348208,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0
33.4806850479065,22.7834070217796,20.7045320328325,20.8850928687025,22.7778024680447,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0
33.7008352912845,24.163361354731,21.6394151526038,21.0177152534015,24.9291553162038,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1
34.1930871836969,20.3393181797583,24.3605340912472,24.0738277486525,21.1253160121851,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0
33.4559905965861,23.905553331133,21.3964745390695,21.0205437440891,21.5790476417169,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1
33.015537853434,21.2749536917545,21.5524995222222,20.790587652009,22.9398132348433,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0
33.6562495546329,23.5843489004765,23.4173824288882,23.1927499524318,20.1829872722737,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
34.4413893311323,24.149737827247,24.4684509851504,21.9037912611384,24.7264389309566,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
34.3984923804741,22.2877941676416,24.272057415219,23.5101210197899,23.4438093146309,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0
35.1320222226601,23.6427501856815,23.1078905879986,24.9297662789468,22.5020931428298,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
34.8776189864253,23.5806711169425,23.4782260202337,24.0743585384917,22.5505368574522,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
33.6049672596534,22.8202023694757,22.2832915908657,23.1200064718723,24.1307900869288,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0
34.2778358007041,22.3558810260147,23.274197569117,22.2049370920286,20.093097302597,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1
33.3096737473084,20.6886066158768,21.7029753990937,20.2999566402286,24.1324345441535,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
34.2285866772575,22.1208843344357,23.6108856752981,21.7301266314462,24.9985433160327,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
35.0083564734312,22.8067953221034,24.2918021557853,22.6138320530299,24.2635087063536,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
35.3136862267508,24.4345519226044,24.7238716320135,21.3120523619,21.628755381098,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1
33.7626852353039,22.4818220909219,20.951468301937,23.2637726271059,20.7894562080037,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1
33.4774582073962,21.2583134730812,22.461375844432,20.4101570090279,23.2384129439015,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1
34.1876472649801,21.1958086036611,23.6735612549819,24.6661929110996,21.2852303439286,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
33.8753383294714,23.8289637083653,20.9277123236097,21.6270965582225,24.5619358937256,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1
35.5870671968524,23.2911244581919,24.4449650426395,22.739441615995,22.278224559268,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0
33.7863483209589,23.2959295727778,24.4361029902939,20.5600135156419,20.5232530017383,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0
33.2959688353882,20.5256259883754,23.0278637667652,24.276468437165,21.8040484446101,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
33.5993369418258,24.1281368816271,21.4838884060737,20.2747146820184,20.1898133475333,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1
33.853432455857,22.3735144652892,24.2378102371003,20.6927178346086,21.1297099490184,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0
35.4624925687092,22.6795577839948,23.9098274486605,24.4076896703336,21.0068615921773,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0
33.2559454590636,20.4390592477284,23.3487557119224,20.1575424754992,24.017425904749,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0
33.8329211218539,24.9886157235596,21.5145984687842,21.2984635436442,24.3588620913215,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0
34.8904056418867,22.9438608302735,24.2041447258089,23.0645031272434,21.0134405118879,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0
33.1267708612219,21.619634925155,20.8661748736631,21.8400460446719,21.5953521849588,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0
34.5097977565497,22.8297823294997,23.8974760635756,24.8503065458499,20.8978397608735,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
34.1725790065531,24.6136721177027,24.2739930131938,20.5206596339121,21.7415695730597,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1
34.4501403974033,21.3204900070559,23.8863584341016,22.6152561954223,24.6893830993213,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1
33.560823719258,20.8270421763882,23.5766681691166,23.9071580336895,22.8549849113915,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0
34.2171934054556,24.9171493540052,22.2961244592443,21.60162302549,21.5982987382449,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1
34.0827177416444,21.8571250489913,21.0676027904265,23.893252289854,20.9789999166969,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1
33.7250977081965,24.4799938320648,21.6975331807043,22.6606902014464,23.7102191988379,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
32.3424463793346,20.9291380783543,20.147239001235,23.3198014483787,24.6607032523025,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0
34.0121956943531,24.2135724483524,23.0148182518315,22.9087016708218,23.8078818481881,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0
34.3037574640579,24.4933069020044,22.8171830484644,22.6514189247973,21.5366897138301,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0
33.782418531792,20.3464691969566,20.9810320031829,20.8213163434993,24.3554996163584,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0
33.637511419938,21.1800007405691,20.4107123357244,22.3071621905547,23.6758999025915,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1
34.7510996318799,21.2701835820917,23.8685812766198,23.0879857344553,20.8616379997693,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0
35.0854155940375,24.1468664468266,22.7747136412654,23.4304266236722,20.7613252231386,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0
33.3771390624714,21.8583312502597,24.413733810652,21.4531137631275,20.6399391044397,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0
34.3647914102079,24.3445505085401,23.3936810155865,23.6990675178822,20.8229007059708,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1
34.2534815612478,22.9437349748332,20.2518165449146,20.1915307459421,24.2215592844877,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
35.8821283705399,21.7949039454106,21.9584937789477,24.3840265774634,21.5545504679903,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0
32.7306026835887,22.7737622510176,21.8637483683415,20.7541632733773,23.122199595673,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0
34.3594142942151,23.4671864833217,20.8598826138768,23.8056325458456,24.8203812062275,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1
33.7006710911278,22.9542736581061,20.595157147618,22.245868484024,23.827766533941,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1
33.4620178460147,22.6364289608318,23.1935839331709,20.2401757752523,21.7111020733137,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1
33.1906065000047,21.1956939299125,21.8889773718547,23.790344906738,21.5765675308648,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
34.3889180206566,22.5527378264815,22.3968641320243,20.9445534425322,21.6206742706709,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0
33.037485850521,20.756087906193,22.6340668019839,20.7635097403545,23.3048027730547,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
34.079714834401,21.1857212288305,21.9874689774588,22.5198463757988,23.8503280619625,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0
34.0633459330931,20.8959878364112,22.5572446954902,20.6533855735324,20.433563021943,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0
34.9373454100989,21.5292801847681,23.9951923652552,22.4615559994709,22.621415052563,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
33.595729697279,24.5017189532518,21.0819336981513,20.2179679402616,23.2676834519953,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0
33.6633275984426,20.1894946245011,22.0301616762299,23.7216801359318,24.2056379967835,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1
32.7834490781904,20.0113271677401,21.1655765236355,21.654897845583,20.6220303964801,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0
33.4547065617609,21.005407825578,20.2080246421974,24.722066950053,23.0623690178618,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
33.8226338159897,23.7879394122865,22.0475917763542,22.1999634418171,20.0331447913777,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0
34.082373674622,24.1661665693391,20.5423545639496,22.8200997121166,20.7877337792888,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1
33.9283988890192,23.0857465532608,22.0912078057881,23.185515422374,24.4969534454867,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0
33.6835621910147,21.3155262870714,20.7152514276095,23.7740092130844,21.7646654043347,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1
33.3618037058077,23.7351972761098,24.182170513086,22.4738489731681,23.871678741416,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1
34.6532701056736,24.982627723366,23.4208936907817,23.0248258356005,21.2933555361815,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1
34.4430822600004,21.887429720955,24.7372861998156,21.7347825085744,20.0913660333026,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
33.0025608986218,21.0182010836434,24.0884991816711,21.7546215222683,23.9232784893829,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
33.6447585488059,22.9882847750559,23.7529180361889,20.8318043639883,20.8087306004018,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0
35.4990312225942,22.6324672310147,23.38124933769,24.0396260621492,23.5583507886622,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0
34.6725979518135,21.5714298852254,24.144469309831,23.1225353595801,24.2524879192933,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0
32.9844740719582,20.4792382207233,22.6819126261398,23.7166574120056,24.3987088208087,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1
33.7976537166315,24.1354407637846,20.0978658499662,21.9472856353968,22.7207303675823,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0
34.9022071237903,20.7745607942343,24.8072827176657,23.9672061160672,24.3883452436421,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0
34.6033630495316,24.390827260213,23.5856293654069,20.4655022313818,21.1633026937488,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0
33.8714558439152,24.514090922894,21.3709775428288,22.1515004045796,22.0459304319229,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1
33.9380089707747,22.0835788233671,24.1583260521293,21.8620545289014,21.1020029278006,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1
34.7800085193123,24.3518507073168,23.3475274767261,24.0632101881783,21.534652938135,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
33.6818045372245,24.8791916819755,22.2592837922275,21.2306945072487,20.5520959664136,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1
34.4895626371963,20.8514360513072,20.9430409932975,24.9671093362849,22.6362274761777,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
33.4362921174545,20.9934960270766,22.5612306443509,23.5810203338042,23.7909887661226,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0
34.7033764151756,22.1710766723845,22.7315583277959,22.9958663554862,23.6694792634808,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
34.1757294057717,21.9791377417278,23.9960650319699,24.4464188313577,24.7557441948447,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
34.0177903436349,23.0886399082374,20.5980455037206,21.77703514928,23.8397640013136,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1
34.3142431082641,24.7848283173516,20.1761969760992,20.1596435694955,22.1617679402698,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
35.309620772262,22.5898504687939,22.086173822172,24.5384416892193,21.0293950629421,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
33.2528246261865,20.7508577557746,20.8910166705027,20.0268203800078,20.9955339715816,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1
33.9417694572879,20.2867793035693,23.8869500008877,22.2514276322909,23.1981354171876,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1
33.6312920350688,21.1582091485616,20.5169149127323,21.884059269214,24.3389308184851,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0
34.6513194241278,22.6375469320919,23.4358146763407,21.2226565706078,23.1802200444508,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1
33.840934725449,22.7614682994317,23.0538680194877,20.3001277241856,22.4152014916763,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1
34.2514807273741,24.9368695390876,20.494928159751,24.7918616421521,24.9660273513291,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1
34.579548019837,22.9991550475825,24.303859147476,22.5465852930211,24.4272029795684,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1
33.9590839790293,21.73055962543,24.6873872948345,20.0122670829296,24.2201560980175,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0
33.5615188753332,20.2729893475771,21.4752036100253,20.1463090779725,22.5024600839242,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0
34.2048835399837,24.1055160656106,24.9350470711943,20.5726360378321,22.4576759559568,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
33.7179578671257,22.2388485597912,23.2857617386617,20.1554027933162,21.370974421734,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0
34.2846951300722,23.8886481162626,20.6988328765146,21.4088694716338,20.9894483315293,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1
33.3401175335087,20.129504641518,23.2551437790971,20.6681761483196,23.7268071249127,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0
35.7455193662963,24.5812420488801,24.7278281056788,24.4900321797468,20.9079672745429,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1
34.4869814350668,21.2081097927876,21.3609859463759,24.6097171015572,22.0379824971315,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0
34.9453366102138,22.6209823018871,24.6948632469866,24.7953738668002,23.1908077502158,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
